let treemapcbp_text = 
`name,total_obligated_amount,country,address,county,city,state,zip4
GEISSELE AUTOMATICS LLC,2111728.5,USA,800 E WALNUT ST,NORTH WALES,MONTGOMERY,PA,194542366
MADMEX LLC,2094247.97,USA,340 S MARINA ST,PRESCOTT,YAVAPAI,AZ,863034322
OUTERLINK CORP,2064394.42,USA,150 BAKER AVE EXT,CONCORD,MIDDLESEX,MA,17422126
"CONSTANT SOLUTIONS, LLC",2052472,USA,21250 HAWTHORNE BLVD STE 400,TORRANCE,LOS ANGELES,CA,905035515
COGSTONE RESOURCE MANAGEMENT,2050854.29,USA,1518 W TAFT AVE,ORANGE,ORANGE,CA,928654157
SHOOTING RANGE INDUSTRIES LLC,2044936.63,USA,3885 ROCKBOTTOM ST,NORTH LAS VEGAS,CLARK,NV,890301201
"VIRANT DIAGNOSTICS, INC",2032184.36,USA,11002 VEIRS MILL RD STE 404,SILVER SPRING,MONTGOMERY,MD,209025919
FIELDPRINT INC,2019993.1,USA,12000 COMMERCE PKWY # 100,MOUNT LAUREL,BURLINGTON,NJ,80542241
"VIATECH SYSTEMS, INC.",2016111.96,USA,1749 OLD MEADOW ROAD - SUITE 650,MC LEAN,FAIRFAX,VA,22102
OPEN TEXT INC.,2011864.57,USA,2440 SAND HILL RD,MENLO PARK,SAN MATEO,CA,940256900
FOUR STATE BORDER SOLUTIONS LLC,2001651,USA,1851 W 24TH ST STE 101,YUMA,YUMA,AZ,853646104
AWARE INC,1989042,USA,40 MIDDLESEX TPKE,BEDFORD,MIDDLESEX,MA,17301404
BASELINE EMERGENCY SOLUTIONS LLC,1977936.9,USA,3078 TINTORERA WAY,SACRAMENTO,SACRAMENTO,CA,958334408
SEHLKE CONSULTING LLC,1958960,USA,8618 WESTWOOD CENTER DR,VIENNA,FAIRFAX,VA,221822222
ANRIGE INC,1928571.85,USA,2206 W TEEGE AVE,HARLINGEN,CAMERON,TX,785525323
"SOUTHEASTERN INDUSTRIAL BARLOVENTO JV-3, LLC",1927527,USA,2001 N COUNTY HIGHWAY 393,SANTA ROSA BEACH,WALTON,FL,324593886
ITA INTERNATIONAL LLC,1920932.22,USA,700 TECH CENTER PKWY STE 202,NEWPORT NEWS,NEWPORT NEWS (CITY),VA,236063075
"CCI UTILITY AND CONSTRUCTION SERVICES, LLC",1920833.26,USA,111 W 16TH AVE STE 402,ANCHORAGE,ANCHORAGE,AK,995015169
"LITTLE RIVER GOVERNMENT CONTRACTING, LLC",1919774.32,USA,2608 GOVERNMENT CENTER DR,MANISTEE,MANISTEE,MI,496608302
SITARA LLC,1918228.53,USA,1765 DUKE ST,ALEXANDRIA,ALEXANDRIA (CITY),VA,223143401
ECONOMIC SYSTEMS INC,1904672,USA,3120 FAIRVIEW PARK DR STE 500,FALLS CHURCH,FAIRFAX,VA,220424568
HELISTREAM INC.,1904397.43,USA,3000 AIRWAY AVE STE 350,COSTA MESA,ORANGE,CA,926266071
LEADING TECHNOLOGY COMPOSITES INC,1888965.42,USA,2626 W MAY ST,WICHITA,SEDGWICK,KS,672131854
TECHANAX LLC,1885226.77,USA,14000 CROWN COURT SUITE 206,WOODBRIDGE,PRINCE WILLIAM,VA,221931471
"TASI, LLC",1874985.44,USA,8827 E COOPER ST,TUCSON,PIMA,AZ,857104415
"R3 GOVERNMENT SOLUTIONS, LLC",1872660.4,USA,"4201 WILSON BLVD, 3RD FLOOR",ARLINGTON,ARLINGTON,VA,222034420
"SILVUS TECHNOLOGIES, INC.",1856096.84,USA,10990 WILSHIRE BLVD 1500,LOS ANGELES,LOS ANGELES,CA,900243957
CONSTRUCTIVE BUILDING SOLUTIONS INC,1851793,USA,202 S 1ST AVE STE 103,YUMA,YUMA,AZ,853642366
"ACME SUPPLY CO., LTD.",1835419.95,USA,10 CEDAR SWAMP RD STE 7,GLEN COVE,NASSAU,NY,115423746
PARAGON MICRO INC,1800103,USA,2 CORPORATE DR STE 105,LAKE ZURICH,LAKE,IL,600478933
ZARTEK SOLUTIONS LLC,1794900,USA,312 E MARKET ST,LEESBURG,LOUDOUN,VA,201764100
KASTLE SYSTEMS LLC,1770246.39,USA,6402 ARLINGTON BLVD,FALLS CHURCH,FAIRFAX,VA,220422356
FORFEITURE SUPPORT ASSOCIATES LLC,1765009.23,USA,20110 ASHBROOK PL STE 220,ASHBURN,LOUDOUN,VA,201475075
ROWE SOLUTIONS INC,1762984.25,USA,10820 DUTTON DR,LA MESA,SAN DIEGO,CA,919417139
PERIKIN ENTERPRISES LLC,1761487.79,USA,500 MARQUETTE AVE NW STE 510,ALBUQUERQUE,BERNALILLO,NM,871025340
"ENGAGING TRAINING SOLUTIONS, INC",1756862.98,USA,"14201 E 4TH AVENUE, SUITE 4-360",AURORA,ARAPAHOE,CO,800118748
ML CLICK MARKETING LLC,1707759.59,USA,20860 N. TATUM BLVD SUITE 300,PHOENIX,MARICOPA,AZ,850504283
"4S - SILVERSWORD SOFTWARE & SERVICES, LLC",1679625.2,USA,5520 RESEARCH PARK DR,CATONSVILLE,BALTIMORE,MD,212284851
A&A HARRIS ENTERPRISES,1630623.8,USA,875-A ISLAND DR STE356,ALAMEDA,ALAMEDA,CA,945026700
"CCI MECHANICAL, LLC",1617909.28,USA,583 ARMISTEAD BLVD BLDG C,HOLT,OKALOOSA,FL,325649166
GW COMMERCIAL SERVICES INC,1610001.81,USA,1635 W MICHIGAN ST STE X,INDIANAPOLIS,MARION,IN,462223852
NORTH EDGE TECHNOLOGY LLC,1605139,USA,2553 DULLES VIEW DRIVE,"HERNDON, VA",FAIRFAX,VA,201715228
"TAMR GOVERNMENT SOLUTIONS, INC.",1594000,USA,1000 MASSACHUSETTS AVE STE 2,CAMBRIDGE,MIDDLESEX,MA,21385354
"THE GEO GROUP, INC.",1584572.17,USA,4955 TECHNOLOGY WAY,BOCA RATON,PALM BEACH,FL,334313367
"TAYLOR ENGINEERING, PLLC",1573185,USA,564 S ORANGE AVE UNIT A,YUMA,YUMA,AZ,853643049
"DE LA FUENTE CONSTRUCTION, INC.",1572948.49,USA,22 W 35TH ST STE 207,NATIONAL CITY,SAN DIEGO,CA,919507927
KONIAG DATA SOLUTIONS LLC,1567861,USA,3800 CENTERPOINT DR,ANCHORAGE,ANCHORAGE,AK,995035831
THE ARMORED GROUP LLC,1559250,USA,5221 N SADDLE ROCK DR,PHOENIX,MARICOPA,AZ,850181829
"JAMES' ELECTRICAL CONTROL, INC.",1523450.2,USA,12301 DULEY STATION RD,UPPER MARLBORO,PRINCE GEORGE'S,MD,207727975
HALCON LOCO NOCTURNO LLC,1521341.7,USA,2406 CLARK AVE,IMPERIAL,IMPERIAL,CA,922519781
"GARTNER, INC.",1509834,USA,56 TOP GALLANT RD,STAMFORD,FAIRFIELD,CT,69027700
IMMERSIVE CONCEPTS L.L.C.,1494934.44,USA,11750 BELTSVILLE DR STE 120,BELTSVILLE,PRINCE GEORGE'S,MD,207053196
BLACK MARLIN VENTURES LLC,1492043.1,USA,1600 E 8TH AVE STE A200,TAMPA,HILLSBOROUGH,FL,336053765
SAN LUIS FACILITY DEVELOPMENT CORPORATION,1487950.73,USA,1090 E UNION ST,SAN LUIS,YUMA,AZ,85349
GENCO GENERAL CONTRACTORS OF PUERTO RICO CORP,1478423.41,USA,1118 BRADFIELD RD,ABINGTON,MONTGOMERY,PA,190014205
ASTA' ROOFING & CONSTRUCTION LLC,1473856,USA,1121 W THIRD ST,WINSLOW,NAVAJO,AZ,860473111
CASCADE CONNECTIONS,1456510.02,USA,4350 CORDATA PKWY,BELLINGHAM,WHATCOM,WA,982268278
"SOFT TECH CONSULTING, INC.",1404993.78,USA,4229 LAFAYETTE CENTER DR. STE 1700,CHANTILLY,FAIRFAX,VA,201511267
"ARS SPECIALTY CONTRACTORS, LLC",1400984.47,USA,307 LOMBRANO ST,SAN ANTONIO,BEXAR,TX,78207
D-FEND SOLUTIONS AD INC,1392601.02,USA,1640 BORO PL,MC LEAN,FAIRFAX,VA,221023626
CNE-SIGNATURE JV LLC,1388703,USA,27345 AQUIA PATH DR,COURTLAND,SOUTHAMPTON,VA,238372195
ATMOS SOLUTIONS INC,1386420.47,USA,6856 EASTERN AVE NW,WASHINGTON,DISTRICT OF COLUMBIA,DC,200122165
"CORINTH CONSULTING GROUP, LLC",1338167.85,USA,312-F E MARKET ST STE 108,LEESBURG,LOUDOUN,VA,201764101
"MLINQS, LLC",1333436.25,USA,11350 RANDOM HILLS RD STE 800,FAIRFAX,FAIRFAX,VA,220306044
"MCALLEN FOREIGN TRADE ZONE, INC.",1333052.64,USA,6401 S 33RD ST,MCALLEN,HIDALGO,TX,785038804
CHEVO CONSULTING LLC,1321632.05,USA,"2275 RESEARCH BLVD., STE 100",ROCKVILLE,MONTGOMERY,MD,208503340
"STRATEGIC METALS GROUP, LLC",1320401,USA,7205 STERLING PONDS CT,STERLING HEIGHTS,MACOMB,MI,483125813
LOGISTICS365 INC,1312499.76,USA,1010 RIVERSIDE BLVD,NORFOLK,MADISON,NE,687012897
"MOUNTAIN POINT, LLC",1305053.74,USA,1711 S LAREDO ST RM 102,SAN ANTONIO,BEXAR,TX,782077076
"STELLA JV 2.0, LLC",1299902.34,USA,1900 RESTON METRO PLZ STE 300,RESTON,FAIRFAX,VA,201905950
TACTICA MANAGEMENT SERVICES LLC,1275599.99,USA,200 W MARTIN LUTHER KING BLVD,CHATTANOOGA,HAMILTON,TN,374022571
"JOB OPTIONS, INCORPORATED",1274727.6,USA,3465 CAMINO DEL RIO S STE 300,SAN DIEGO,SAN DIEGO,CA,921083905
MSAB INCORPORATED,1272625,USA,241 18TH ST S,ARLINGTON,ARLINGTON,VA,222023409
PELICAN SALES INC,1270207.34,USA,5121 INDUSTRY DR STE 105,MELBOURNE,BREVARD,FL,329407199
INTERNATIONAL SUPPLY CHAIN ASSESSMENT TECHNOLOGIES CORPORATION,1250000,USA,295 GRANDVIEW AVE,SUFFERN,ROCKLAND,NY,109012902
"SILVA ELECTRIC AND CONSTRUCTION, LLC",1247202.07,USA,43 RIVER RD,TULAROSA,OTERO,NM,883529524
JUAN M BANUELOS,1243999.56,USA,2012A SUNSET AVE,SAN DIEGO,SAN DIEGO,CA,921544131
KENNEL CLUB OF SOUTHERN CALIFORNIA INC.,1236000,USA,5325 W 102ND ST,LOS ANGELES,LOS ANGELES,CA,900456003
ARIZONA FEEDS COUNTRY STORES LLC,1229558.74,USA,6615 W THUNDERBIRD RD,GLENDALE,MARICOPA,AZ,853063733
QUANTICO TACTICAL INCORPORATED,1227974.82,USA,9796 ABERDEEN RD,ABERDEEN,HOKE,NC,283157742
REDGUARD LLC,1217279.68,USA,4340 S WEST ST,WICHITA,SEDGWICK,KS,672173816
SAP NATIONAL SECURITY SERVICES INC,1204304,USA,3809 W CHESTER PIKE,NEWTOWN SQUARE,DELAWARE,PA,190732331
"U.S. TACTICAL SUPPLY, INC.",1202325,USA,1910 E SELTICE WAY,POST FALLS,KOOTENAI,ID,838547008
LIONA ENTERPRISES INC,1198116.86,USA,1212 SYCAMORE ST,CINCINNATI,HAMILTON,OH,452027355
"MAVAGI ENTERPRISES, INC.",1179339.63,USA,5726 W HAUSMAN RD,SAN ANTONIO,BEXAR,TX,782491651
STARZZ MANAGEMENT SERVICES,1177014.85,USA,8393 CAPWELL DR STE 220,OAKLAND,ALAMEDA,CA,946212124
CAP 360 LLC,1171505,USA,1850 INDUSTRIAL DR,FINDLAY,HANCOCK,OH,458405439
LOGISTICS SYSTEMS INCORPORATED,1163988.95,USA,2000 DUKE ST FL 3,ALEXANDRIA,ALEXANDRIA (CITY),VA,223146116
VORTEX SYSTEMS LLC,1158500.83,USA,3731 RUTLEDGE RD NE,ALBUQUERQUE,BERNALILLO,NM,871095566
ACUITY CONSULTING INC,1144564.65,USA,677 S WASHINGTON ST,ALEXANDRIA,ALEXANDRIA (CITY),VA,223144109
READY AMERICA INC,1135143.5,USA,1399 SPECIALTY DR,VISTA,SAN DIEGO,CA,920818521
INTELYSIS CONSULTANTS LLC,1117665.35,USA,484 WOODS BRIDGE RD,COMMERCE,JACKSON,GA,305293763
"ABBA TECHNOLOGIES, INC.",1113502.26,USA,5301 BEVERLY HILLS AVE NE,ALBUQUERQUE,BERNALILLO,NM,871132143
MONTCAL LLC,1098448.74,USA,212 E. RAILROAD ST,PLAINS,SANDERS,MT,598597727
"CLVG CONSULTING, INC.",1088974.2,USA,3112 KNOLL DR,FALLS CHURCH,FAIRFAX,VA,220423113
CONSTANCE D GOOCH,1062832.99,USA,100 E 7TH ST,DEL RIO,VAL VERDE,TX,788403808
CTI ENVIRONMENTAL INC,1057827.59,USA,711 E WARDLOW RD STE 203,LONG BEACH,LOS ANGELES,CA,908074650
"AD ASTRA, INC.",1056715.85,USA,8701 GEORGIA AVE STE 800,SILVER SPRING,MONTGOMERY,MD,209103700
JMAK SERVICES LLC,1051000.75,USA,491 FERRY ST,EAGLE PASS,MAVERICK,TX,788524222
TRADE CENTER MANAGEMENT ASSOCIATES L.L.C.,1040415.84,USA,1300 PENNSYLVANIA AVE NW STE 268,WASHINGTON,DISTRICT OF COLUMBIA,DC,200043002
TIME BASE CORP,1036099.87,USA,170 RODEO DR,EDGEWOOD,SUFFOLK,NY,117178317
"GLOBAL CONNECTIONS TO EMPLOYMENT, INC.",1034963.35,USA,1221 W LAKEVIEW AVE BLDG A,PENSACOLA,ESCAMBIA,FL,325011857
"BUSY BEE SEPTIC, LLC",1032518.21,USA,160 ARIZONA RD SW,DEMING,LUNA,NM,880307603
"NEW HORIZONS REHABILITATION SERVICES, INC.",1024827.99,USA,1814 POND RUN,AUBURN HILLS,OAKLAND,MI,483262768
"COPPER RIVER ENTERPRISE SERVICES, LLC",1022478.47,USA,721 DEPOT DR,ANCHORAGE,ANCHORAGE,AK,995011615
THE SUNRISE TORTILLA INC.,999997.1,USA,1738 CANYON DRIVE APT 301,LOS ANGELES,LOS ANGELES,CA,900285644
"ADASTRA ECOLOGICAL SERVICES, INC",995235.11,USA,6100 FIESTA DR,EL PASO,EL PASO,TX,799124530
SHAMROCK FOODS CO,987547.37,USA,2540 N 29TH AVE,PHOENIX,MARICOPA,AZ,850091612
"CONSTANT AND ASSOCIATES, INC.",966951.04,USA,21250 HAWTHORNE BLVD,TORRANCE,LOS ANGELES,CA,905035515
ZENN GROUP LLC,963601.64,USA,205 COMMERCIAL BLVD,LOCUST,STANLY,NC,280970060
"WASTE MANAGEMENT OF ARIZONA, INC.",959864.06,USA,5200 W INA RD,TUCSON,PIMA,AZ,857438487
GO & ZALEZ INC,956870,USA,17234 FM 1314 RD,CONROE,MONTGOMERY,TX,773024850
"SONORAN PUEBLO CONTRACTING, LLC",952814.85,USA,7503 S YOEM BO OH,TUCSON,PIMA,AZ,857579788
"COMPUTER EVIDENCE SPECIALISTS, LLC",950000,USA,5315 A1A S,SAINT AUGUSTINE,ST. JOHNS,FL,320807436
"CHEROKEE NATION DEVELOPMENT GROUP, L.L.C.",940983.43,USA,10838 E MARSHALL ST STE 220,TULSA,TULSA,OK,741165683
"PEN-LINK, LIMITED",940192.9,USA,5936 VANDERVOORT DR,LINCOLN,LANCASTER,NE,685162305
ALLIED MISSION GROUP LLC,934600,USA,722 E MARKET ST,LEESBURG,LOUDOUN,VA,201764475
WSP USA ENVIRONMENT & INFRASTRUCTURE INC.,926600,USA,9177 SKY PARK CT,SAN DIEGO,SAN DIEGO,CA,921234341
GUIDEHOUSE LLP,923073.98,USA,2941 FAIRVIEW PARK DR STE 501,FALLS CHURCH,FAIRFAX,VA,220424543
CELLEBRITE INC,912590.69,USA,8065 LEESBURG PIKE STE T1-302,VIENNA,FAIRFAX,VA,221822738
"HILLROSE, INC.",910473.13,USA,2040 S 142ND ST,SEATTLE,KING,WA,981683712
"ARROW INDIAN CONTRACTORS, INC.",906304.28,USA,449 S 48TH ST STE 101,TEMPE,MARICOPA,AZ,852812304
"SYNACK, INC.",905082.75,USA,"3 EAST THIRD AVE, OFFICE 235",SAN MATEO,SAN MATEO,CA,94401
"GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS - SIMUNITION OPERATIONS, INC.",903465.66,USA,65 SANDSCREEN RD,AVON,CAPITOL,CT,60012222
AGILENT TECHNOLOGIES INC,902357.02,USA,2850 CENTERVILLE RD,WILMINGTON,NEW CASTLE,DE,198081610
"THE LANGUAGE DOCTORS, INC",890039.4,USA,1910 TOWNE CENTRE BLVD,ANNAPOLIS,ANNE ARUNDEL,MD,214012781
ALTITUDE TECHNOLOGIES INC.,887757.18,USA,12505 E 55TH ST,TULSA,TULSA,OK,741466209
OCT CONSULTING LLC,885563.23,USA,1311 CAPULET CT,MC LEAN,FAIRFAX,VA,221022756
"GOVSMART, INC.",884506.35,USA,715 CHARLTON AVE STE 100,CHARLOTTESVILLE,CHARLOTTESVILLE (CITY),VA,229035219
UNICA ENTERPRISES LLC,861982.98,USA,938 W PAGE AVE,DALLAS,DALLAS,TX,752086025
"ASRC FEDERAL FIELD SERVICES, LLC",859045.6,USA,7000 MUIRKIRK MEADOWS DR STE 100,BELTSVILLE,PRINCE GEORGE'S,MD,207056351
"DIGITRONICS, INC.",854152.95,USA,"505 HUNTMAR PARK DRIVE, SUITE 375",HERNDON,FAIRFAX,VA,201705153
"LEXMARK INTERNATIONAL, INC.",848184.08,USA,740 W NEW CIRCLE RD,LEXINGTON,FAYETTE,KY,405111806
ACE COMMUNICATIONS LTD. CO.,846685.1,USA,5151 FLYNN PKWY STE 102,CORPUS CHRISTI,NUECES,TX,784114318
"EC AMERICA, INC",842793.65,USA,8444 WESTPARK DR STE 200,MC LEAN,FAIRFAX,VA,221025112
"COLUMBIA WEATHER SYSTEMS, INC",833892.25,USA,5285 NE ELAM YOUNG PKWY STE C100,HILLSBORO,WASHINGTON,OR,971246440
"NW WORKS, INC.",825202.36,USA,3085 SHAWNEE DR,WINCHESTER,FREDERICK,VA,226014205
"TTCC, INC.",824718.33,USA,334 ROANOKE RD,EL CAJON,SAN DIEGO,CA,920203831
AMERITEL COMMUNICATIONS CORPORATION,821609.33,USA,7361 CALHOUN PLACE,ROCKVILLE,MONTGOMERY,MD,208552784
MELISSA STERNHAGEN,813543.45,USA,1833 MT BAKER HWY,BELLINGHAM,WHATCOM,WA,982267911
RICOH USA INC,785279.02,USA,300 EAGLEVIEW BLVD,EXTON,CHESTER,PA,193411155
PRESTIGE DEVELOPMENT SERVICES INC,782022.9,USA,1125 WEST ST,ANNAPOLIS,ANNE ARUNDEL,MD,214014279
BESA EQUIPMENT LLC,781475.22,USA,1082 SPUR RD,SOUDERTON,BUCKS,PA,189641042
CUEBID TECHNOLOGIES INC,774324,USA,2933 W PALMA VISTA DR,PALMVIEW,HIDALGO,TX,785722228
ABEYON LLC,772323.18,USA,5285 SHAWNEE RD,ALEXANDRIA,FAIRFAX,VA,223122328
INTERNATIONAL CARTRIDGE CORP,767303.06,USA,2273 ROUTE 310,REYNOLDSVILLE,JEFFERSON,PA,158512429
MIAMI-DADE COUNTY PARKS AND RECREATION,767200.22,USA,275 NW 2ND ST 5TH FL,MIAMI,MIAMI-DADE,FL,331281710
ALLIED WASTE SYSTEMS INC,766696.28,USA,8364 CLAIREMONT MESA BLVD,SAN DIEGO,SAN DIEGO,CA,921111302
"NEW BORDER TACTICAL, INC.",751624.13,USA,925 N IMPERIAL AVE,EL CENTRO,IMPERIAL,CA,922431735
"TRI-TECH FORENSICS, INC.",746994.68,USA,3811 INTERNATIONAL BLVD NE,LELAND,BRUNSWICK,NC,284518894
"EGC, INC.",743829.23,USA,17806 W IH 10 STE 300,SAN ANTONIO,BEXAR,TX,782578222
HARRIS & STEWART ELECTRICAL INC.,740948.42,USA,483 KASONS WAY,COLUMBUS,FRANKLIN,OH,432306280
"DANA SAFETY SUPPLY, INC.",738390,USA,561 STEVENS ST,JACKSONVILLE,DUVAL,FL,322546622
LRS FEDERAL LLC,730225.78,USA,565 BENFIELD RD STE 400,SEVERNA PARK,ANNE ARUNDEL,MD,211462517
RED CARROT INC,717725.1,USA,1951 NW 7TH AVE,MIAMI,MIAMI-DADE,FL,331361128
"EAST EL PASO ANIMAL HOSPITAL, INC.",715014.59,USA,3370 WEDGEWOOD DR,EL PASO,EL PASO,TX,799252835
"VON DER KING KENNELS AND TRAINING, LLC",710360.1,USA,447 HARMONY SCHOOL RD,BIG CANOE,PICKENS,GA,301434953
"LBSSI, INC.",704000,USA,1710 FM 1960 BYPASS RD E,HUMBLE,HARRIS,TX,773383916
"STARLO INNOVATION, LLC",701618,USA,200 MASSACHUSETTS AVE NW,WASHINGTON,DISTRICT OF COLUMBIA,DC,200015654
REGULA FORENSICS INC,701000,USA,1851 ALEXANDER BELL DRIVE,RESTON,FAIRFAX,VA,20191
"GRINNING BULL, LLC",700986.19,USA,609 S GRAHAM ST,STEPHENVILLE,ERATH,TX,764014429
"P. ENGINEERING, PLLC",699268.83,USA,875 ELMWOOD AVE STE 6,BUFFALO,ERIE,NY,142221483
LOCKHEED MARTIN CORPORATION,699000.01,USA,1210 MASSILLIN RD,AKRON,SUMMIT,OH,443150001
"UNITED TACTICAL SYSTEMS, LLC",695362.5,USA,28101 BALLARD DR STE F,LAKE FOREST,LAKE,IL,600454544
LOGMET LLC,692419.32,USA,1311 CHISHOLM TRAIL RD STE 101,ROUND ROCK,WILLIAMSON,TX,786812969
FEDRATECH LLC,691199.54,USA,4229 LAFAYETTE CENTER DR STE 1700,CHANTILLY,FAIRFAX,VA,201511267
PHI ALPHA CONTRACT SOLUTIONS,691063.83,USA,32262 CORTE PARADO,TEMECULA,RIVERSIDE,CA,925926389
INDUSTRIAL ECONOMICS INC,687927.33,USA,2067 MASS AVE STE 4,CAMBRIDGE,MIDDLESEX,MA,21401340
"VIRTRA, INC.",685207.04,USA,7970 S KYRENE ROAD,TEMPE,MARICOPA,AZ,852842199
HERC RENTALS INC,678752,USA,27500 RIVERVIEW CENTER BLVD,BONITA SPRINGS,LEE,FL,341344325
BIALEK CORPORATION OF MARYLAND,675914.27,USA,2000 TOWER OAKS BLVD,ROCKVILLE,MONTGOMERY,MD,208524282
JEREMY BASKIN CUSTOMS PENALTIES LLC,672880,USA,3800 FAIRFAX DRIVE,ARLINGTON,ARLINGTON,VA,222031705
CRUTCHO CREEK FARMS LLC,671604.5,USA,6625 NE 10TH ST,OKLAHOMA CITY,OKLAHOMA,OK,731103339
SAN DIEGO ASSOCIATION OF GOVERNMENTS,668816,USA,401 B STREET,SAN DIEGO,SAN DIEGO,CA,921014231
CAN SOFTTECH INC,667005.2,USA,13221 WOODLAND PARK RD,HERNDON,FAIRFAX,VA,201715503
"NYSARC, INC.",665653.61,USA,380 GAFFNEY DR,WATERTOWN,JEFFERSON,NY,136010041
LAREDO CLEAN SWEEP INC,662346.21,USA,220 GUADALUPE ST,LAREDO,WEBB,TX,780408413
ENVIROSYSTEMS MANAGEMENT INC,652333.45,USA,2101 N 4TH ST STE 220,FLAGSTAFF,COCONINO,AZ,860044200
"POLICE SERVICE DOGS, INC.",652000,USA,2914 COUNTY ROAD 200,OXFORD,SUMTER,FL,344842342
ARROW SECURITY & TRAINING LLC,651166.4,USA,71 SPIT BROOK RD STE 303,NASHUA,,NH,30605636
QUIKPARK INCORPORATED,650695,USA,1001 G ST NW STE 700W,WASHINGTON,DISTRICT OF COLUMBIA,DC,200014549
"S.J. BASHEN, INC.",650000,USA,622 VOSS RD,HOUSTON,HARRIS,TX,770245426
"GLOCK, INC.",645900,USA,6000 HIGHLANDS PKWY SE,SMYRNA,COBB,GA,300827204
L & G INVESTMENT CO,644907.19,USA,17024 BAMWOOD DR,HOUSTON,HARRIS,TX,770902428
"PANJIVA, INC",643897.67,USA,55 WATER ST # 42,NEW YORK,NEW YORK,NY,100410004
"WRIGHT & WRIGHT MACHINERY CO., INC.",639825.42,USA,49 MICHIGAN AVE,MONTICELLO,WAYNE,KY,426331200
"WESTERN METAL SUPPLY COMPANY, INC.",635566.42,USA,530 STATE PL,ESCONDIDO,SAN DIEGO,CA,920291326
TDX POWER SERVICES LLC,629245.88,USA,3601 C ST STE 1000-57,ANCHORAGE,ANCHORAGE,AK,995035923
"HDR ENVIRONMENTAL, OPERATIONS AND CONSTRUCTION, INC.",627983.01,USA,9781 S MERIDIAN BLVD STE 400,ENGLEWOOD,DOUGLAS,CO,801125936
"GAUMARD SCIENTIFIC CO, INC",626579.79,USA,14700 SW 136TH ST,MIAMI,MIAMI-DADE,FL,331965691
ALLIED WASTE TRANSPORTATION INC,626532.13,USA,2217 E 13TH ST,YUMA,YUMA,AZ,853651859
TECHNICAL PERSONNEL SERVICES INC,624954.03,USA,211 W SUPERIOR ST,WAYLAND,ALLEGAN,MI,493481259
THE BREWER-GARRETT COMPANY,624000,USA,6800 EASTLAND RD,MIDDLEBURG HEIGHTS,CUYAHOGA,OH,441302426
"SWEET MASS PRODUCTION, LLC",620400,USA,28 JOHN WILLIAMS ST,ATTLEBORO,BRISTOL,MA,27033707
"ENVIRONMENTAL RESEARCH GROUP, L.L.C.",617688.38,USA,6049 FALLS RD,BALTIMORE,BALTIMORE,MD,212092215
DISTRIBUTED TECHNOLOGY GROUP LLC,613232.79,USA,499 S WARREN ST STE 501,SYRACUSE,ONONDAGA,NY,132022629
"VSGI SOLUTIONZ, LLC",611767.85,USA,7900 WESTPARK DR STE T610,MC LEAN,FAIRFAX,VA,221024207
REDHORSE CORPORATION,609203.44,USA,1777 N KENT ST STE 1200,ARLINGTON,ARLINGTON,VA,222092110
SECURESOFT TECHNOLOGIES LLC,606653.52,USA,10 WALLACE AVE STE 110,LURAY,PAGE,VA,228359069
BURHANI ENTERPRISES INC,598794.09,USA,6122 W 63RD ST,CHICAGO,COOK,IL,606384302
JTF BUSINESS SYSTEMS CORPORATION,595829.24,USA,7370 STEEL MILL DR,SPRINGFIELD,FAIRFAX,VA,221503600
VETERANS4YOU LLC,592157.72,USA,5200 NW 33RD AVE STE 200D,FORT LAUDERDALE,BROWARD,FL,333096398
ADMIRALS EXPERIENCE INC,583160,USA,3835 AVOCADO BLVD,LA MESA,SAN DIEGO,CA,919418525
STERICYCLE INC,578175.05,USA,28161 N KEITH DR,LAKE FOREST,LAKE,IL,600454528
THERMO ELECTRON NORTH AMERICA LLC,577543.12,USA,1400 NORTHPOINT PKWY STE 10,WEST PALM BEACH,PALM BEACH,FL,334071976
FN AMERICA LLC,565131,USA,797 OLD CLEMSON RD,COLUMBIA,RICHLAND,SC,292294203
WESTERN SALES & TESTING OF AMARILLO INC,564583.77,USA,114 SE 46TH AVE,AMARILLO,RANDALL,TX,791187803
RED ORANGE NORTH AMERICA INC.,563074.56,USA,500 W OFFICE CTR DR,FORT WASHINGTON,MONTGOMERY,PA,190343215
NAVIFREIGHT LLC,562665.26,USA,4901 MERRIAM DR,SHAWNEE,JOHNSON,KS,662031349
"JOHN CECIL CONSTRUCTION, LLC",556251.91,USA,241 SCHOFIELD DR STE A,COLUMBUS,FRANKLIN,OH,432133831
THE SHOPS & GARAGE AT CANAL PLACE LLC,544124.48,USA,100 CONTI ST,NEW ORLEANS,ORLEANS,LA,701301042
KENZIL INC,540392.36,USA,27715 APRIL DAWN,BOERNE,KENDALL,TX,780066551
CUSTER SPORTSMEN'S CLUB,538386.64,USA,3000 BIRCH BAY LYNDEN RD,CUSTER,WHATCOM,WA,982409506
"FLATTER, INC",537590.76,USA,805 PRINCESS ANNE ST STE 1,FREDERICKSBURG,FREDERICKSBURG (CITY),VA,224015854
WSP E&IS - HDR JOINT VENTURE,535905.28,USA,220 HORIZON DR STE 117,RALEIGH,WAKE,NC,276154928
"OMNI BUSINESS SYSTEMS, INC",531306.6,USA,2850 EISENHOWER AVE,ALEXANDRIA,ALEXANDRIA (CITY),VA,223144565
